class,v1_weight,v2_weight,difference,percent_change
Cow,1.6776672694394212,1.7264918625678118,0.0488245931283906,2.9102667744543176
Deer,0.9156180606957809,0.9422649888971133,0.02664692820133241,2.91026677445434
Elephant,0.8309449171518137,0.8551276309896999,0.02418271383788617,2.9102667744543176
Monkey,2.3354310887350533,2.4033983637507865,0.06796727501573319,2.9102667744543176
Non_Venomous_Snake,0.8865265169612996,0.8228829993535876,-0.06364351760771203,-7.178975066178461
Venomous_Snake,0.5963361722641812,0.5853770692826487,-0.010959102981532576,-1.8377390960408801
Wild_Boar,1.1425492610837438,1.1758004926108374,0.03325123152709364,2.91026677445434
